Hospital,Contact,Phone No,Normal Bed,Oxygen Bed,Found Useful(1hr),Notes,Comments,Up Votes,Updated On
RIMS Raipur,NA,N/A,90 ,30,N/A, 0,N/A,, -,TB,03-05 03:13:50
Aayurvedic College Raipur,NA,N/A,150 ,150,N/A, 0,N/A, | P | PranayWednesday | Any oxygen bed available?, -,TB,03-05 03:13:53
